#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
395	DEFB4B_AD	DEFB4B	1673	AD	0.7788	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TOR1A associated with Arthrogryposis multiplex congenita 5 (OMIM:618947): Nephrocalcinosis (HP:0000121)-Medullary nephrocalcinosis (HP:0012408), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to TOR1A Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-dystonia (MP:0005323), Skeletal muscle atrophy (HP:0003202)-dystonia (MP:0005323), Short stature (HP:0004322)-weight loss (MP:0001263), 	
395	DEFB4B_AR	DEFB4B	1673	AR	0.7788	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TOR1A associated with Arthrogryposis multiplex congenita 5 (OMIM:618947): Nephrocalcinosis (HP:0000121)-Medullary nephrocalcinosis (HP:0012408), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to TOR1A Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-dystonia (MP:0005323), Skeletal muscle atrophy (HP:0003202)-dystonia (MP:0005323), Short stature (HP:0004322)-weight loss (MP:0001263), 	
395	ZNF676_AD	ZNF676	163223	AD	0.7788	0.0008	0.5000	0.1000	0.0000	0.4374	0.0000	0.5000	0.5000	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Rhabdomyosarcoma (HP:0002859)-abnormal smooth muscle morphology (MP:0000767), Skeletal muscle atrophy (HP:0003202)-abnormal smooth muscle morphology (MP:0000767), Short stature (HP:0004322)-small kidney (MP:0002989), 		Proximity to SMARCAL1 associated with Schimke immuno-osseous dysplasia (ORPHA:1830): Nephrocalcinosis (HP:0000121)-Focal segmental glomerulosclerosis (HP:0000097), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SMARCAL1 Nephrocalcinosis (HP:0000121)-albuminuria (MP:0002871), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
395	CHRFAM7A_AR	CHRFAM7A	89832	AR	0.7788	0.0008	0.5000	0.1000	0.0000	0.2516	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-asthenozoospermia (MP:0002675), Small for gestational age (HP:0001518)-asthenozoospermia (MP:0002675), Premature birth (HP:0001622)-asthenozoospermia (MP:0002675), Short stature (HP:0004322)-asthenozoospermia (MP:0002675), 		Proximity to YRDC associated with Galloway-Mowat syndrome (ORPHA:2065): Nephrocalcinosis (HP:0000121)-Nephrotic syndrome (HP:0000100), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Camptodactyly of finger (HP:0100490), Short stature (HP:0004322)-Short stature (HP:0004322), 		
395	POTEB2_AD	POTEB2	100287399	AD	0.7788	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Orchitis (HP:0100796), 	Proximity to MEFV Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
395	POTEB2_AR	POTEB2	100287399	AR	0.7788	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Orchitis (HP:0100796), 	Proximity to MEFV Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
395	GOLGA6L6_AR	GOLGA6L6	727832	AR	0.7788	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Orchitis (HP:0100796), 	Proximity to MEFV Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
395	GMEB2_AD	GMEB2	26205	AD	0.7788	0.0008	0.5000	0.0999	0.0000	0.1997	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-increased startle reflex (MP:0001488), Small for gestational age (HP:0001518)-increased startle reflex (MP:0001488), Premature birth (HP:0001622)-increased startle reflex (MP:0001488), Short stature (HP:0004322)-increased startle reflex (MP:0001488), 		Proximity to SALL1 associated with Townes-Brocks syndrome 1 (OMIM:107480): Nephrocalcinosis (HP:0000121)-Renal dysplasia (HP:0000110), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), 	Proximity to SALL1 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Failure to thrive (HP:0001508)-conductive hearing loss (MP:0004739), Small for gestational age (HP:0001518)-conductive hearing loss (MP:0004739), Premature birth (HP:0001622)-conductive hearing loss (MP:0004739), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
395	BFAR_AD	BFAR	51283	AD	0.7789	0.0008	0.5002	0.0997	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to CTSK associated with Pycnodysostosis (ORPHA:763): Failure to thrive (HP:0001508)-Overweight (HP:0025502), Small for gestational age (HP:0001518)-Overweight (HP:0025502), Skeletal muscle atrophy (HP:0003202)-Abnormal clavicle morphology (HP:0000889), Short stature (HP:0004322)-Disproportionate short-limb short stature (HP:0008873), 	Proximity to CTSK Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased bone volume (MP:0010876), Short stature (HP:0004322)-decreased body height (MP:0001255), 	
395	PRX_AD	PRX	57716	AD	0.7789	0.0008	0.5000	0.0998	0.5004	0.4401	0.0000	0.5000	0.5004	1.0000	0	Charcot-Marie-Tooth disease, type 4F (OMIM:614895): Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-hyporesponsive to tactile stimuli (MP:0005498), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 		Proximity to PRDX1 associated with Methylmalonic aciduria and homocystinuria, cblC type, digenic (OMIM:277400): Nephrocalcinosis (HP:0000121)-Hemolytic-uremic syndrome (HP:0005575), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Cerebral cortical atrophy (HP:0002120), Short stature (HP:0004322)-High forehead (HP:0000348), 	Proximity to PRDX1 Skeletal muscle atrophy (HP:0003202)-thin skin (MP:0001199), Short stature (HP:0004322)-thin skin (MP:0001199), 	
395	PPP2R2D_AD	PPP2R2D	55844	AD	0.7789	0.0008	0.5001	0.0997	0.0000	0.0000	0.3162	0.5001	0.5001	1.0000	0			Rhabdomyosarcoma (HP:0002859)-nucleus fast muscle cell disorganized, abnormal (ZP:0138067), Skeletal muscle atrophy (HP:0003202)-fast muscle cell morphology, abnormal (ZP:0011233), 	Proximity to DMPK associated with Congenital-onset Steinert myotonic dystrophy (ORPHA:589821): Nephrocalcinosis (HP:0000121)-Enuresis (HP:0000805), Failure to thrive (HP:0001508)-Decreased body weight (HP:0004325), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Facial hypotonia (HP:0000297), 	Proximity to DMPK Failure to thrive (HP:0001508)-enhanced skeletal muscle regeneration (MP:0031318), Small for gestational age (HP:0001518)-enhanced skeletal muscle regeneration (MP:0031318), Premature birth (HP:0001622)-enhanced skeletal muscle regeneration (MP:0031318), Rhabdomyosarcoma (HP:0002859)-myopathy (MP:0000751), Skeletal muscle atrophy (HP:0003202)-abnormal sarcomere morphology (MP:0004090), Short stature (HP:0004322)-enhanced skeletal muscle regeneration (MP:0031318), 	
395	ITPR3_AD	ITPR3	3710	AD	0.7790	0.0008	0.5009	0.0988	0.2943	0.4092	0.2383	0.5009	0.5009	1.0000	0	Charcot-Marie-Tooth disease, demyelinating, type 1J (OMIM:620111): Skeletal muscle atrophy (HP:0003202)-Thenar muscle atrophy (HP:0003393), 	Failure to thrive (HP:0001508)-increased growth rate (MP:0002865), Small for gestational age (HP:0001518)-increased growth rate (MP:0002865), Premature birth (HP:0001622)-increased growth rate (MP:0002865), Skeletal muscle atrophy (HP:0003202)-decreased hippocampal commissure size (MP:0008222), Short stature (HP:0004322)-increased growth rate (MP:0002865), 	Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 	Proximity to CAV1 associated with Lipodystrophy, familial partial, type 7 (OMIM:606721): Nephrocalcinosis (HP:0000121)-Polyuria (HP:0000103), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Lower limb muscle weakness (HP:0007340), 	Proximity to CAV1 Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-premature bone ossification (MP:0003416), Rhabdomyosarcoma (HP:0002859)-decreased cardiac muscle contractility (MP:0005140), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle fiber morphology (MP:0003084), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to CAV1 Rhabdomyosarcoma (HP:0002859)-sarcoplasmic reticulum muscle cell disorganized, abnormal (ZP:0003376), Skeletal muscle atrophy (HP:0003202)-horizontal myoseptum aplastic, abnormal (ZP:0003283), 
395	PLXNB2_AD	PLXNB2	23654	AD	0.7790	0.0008	0.5001	0.0997	0.0000	0.4156	0.1920	0.5001	0.5001	1.0000	0		Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	Short stature (HP:0004322)-sprouting angiogenesis delayed, abnormal (ZP:0003747), 	Proximity to AMMECR1 associated with Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis (OMIM:300990): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Short stature (HP:0004322)-Short stature (HP:0004322), 		Proximity to AMMECR1 Failure to thrive (HP:0001508)-heart contraction increased rate, abnormal (ZP:0001534), Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 
395	KCNK6_AD	KCNK6	9424	AD	0.7790	0.0008	0.5000	0.0997	0.0000	0.2439	0.0000	0.5000	0.5000	1.0000	0		Rhabdomyosarcoma (HP:0002859)-abnormal vascular smooth muscle physiology (MP:0005595), Skeletal muscle atrophy (HP:0003202)-abnormal vascular smooth muscle physiology (MP:0005595), 		Proximity to GBE1 associated with Glycogen storage disease IV (OMIM:232500): Nephrocalcinosis (HP:0000121)-Tubulointerstitial fibrosis (HP:0005576), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Proximity to GBE1 Failure to thrive (HP:0001508)-decreased glycogen catabolism rate (MP:0002715), Small for gestational age (HP:0001518)-decreased glycogen catabolism rate (MP:0002715), Premature birth (HP:0001622)-decreased glycogen catabolism rate (MP:0002715), Rhabdomyosarcoma (HP:0002859)-abnormal skeletal muscle morphology (MP:0000759), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle morphology (MP:0000759), Short stature (HP:0004322)-decreased glycogen catabolism rate (MP:0002715), 	
395	HUNK_AD	HUNK	30811	AD	0.7793	0.0008	0.5000	0.0994	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KIF22 associated with Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type (ORPHA:93360): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Elbow flexion contracture (HP:0002987), Short stature (HP:0004322)-Short stature (HP:0004322), 		
395	ARHGAP23_AD	ARHGAP23	57636	AD	0.7794	0.0008	0.5005	0.0988	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to ARHGAP31 associated with Adams-Oliver syndrome (ORPHA:974): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to ARHGAP31 Short stature (HP:0004322)-abnormal embryo size (MP:0001697), 	
395	SLC15A5_AD	SLC15A5	729025	AD	0.7796	0.0008	0.5000	0.0991	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SLC7A7 associated with Lysinuric protein intolerance (OMIM:222700): Nephrocalcinosis (HP:0000121)-Stage 5 chronic kidney disease (HP:0003774), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SLC7A7 Nephrocalcinosis (HP:0000121)-dilated renal tubule (MP:0002705), Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-delayed kidney development (MP:0000528), Skeletal muscle atrophy (HP:0003202)-kidney cortex atrophy (MP:0011423), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	
395	RASEF_AD	RASEF	158158	AD	0.7797	0.0008	0.5000	0.0990	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MYO5B associated with Microvillus inclusion disease (ORPHA:2290): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Villous atrophy (HP:0011473), 	Proximity to MYO5B Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to MYO5B Failure to thrive (HP:0001508)-heart decreased process quality cardiac muscle tissue growth involved in heart morphogenesis, abnormal (ZP:0107209), Small for gestational age (HP:0001518)-heart decreased process quality cardiac muscle tissue growth involved in heart morphogenesis, abnormal (ZP:0107209), Rhabdomyosarcoma (HP:0002859)-cell cortex cardiac muscle cell spatial pattern, abnormal (ZP:0107210), Skeletal muscle atrophy (HP:0003202)-cardiac muscle cell decreased size, abnormal (ZP:0001543), Short stature (HP:0004322)-enterocyte increased height, abnormal (ZP:0020191), 
395	LGALS9B_AR	LGALS9B	284194	AR	0.7798	0.0008	0.5000	0.0989	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to BCR associated with Distal 22q11.2 microdeletion syndrome (ORPHA:261330): Nephrocalcinosis (HP:0000121)-Recurrent urinary tract infections (HP:0000010), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Camptodactyly of finger (HP:0100490), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BCR Nephrocalcinosis (HP:0000121)-renal necrosis (MP:0003946), Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 	
479	USP17L1_AD	USP17L1	401447	AD	0.7837	0.0007	0.3630	0.2501	0.0000	0.3630	0.0000	0.0000	0.3630	1.0000	0		Failure to thrive (HP:0001508)-increased body weight (MP:0001260), Small for gestational age (HP:0001518)-increased body weight (MP:0001260), Premature birth (HP:0001622)-asthenozoospermia (MP:0002675), Skeletal muscle atrophy (HP:0003202)-decreased testis weight (MP:0004852), Short stature (HP:0004322)-increased body weight (MP:0001260), 				
479	TAS2R46_AD	TAS2R46	259292	AD	0.7837	0.0007	0.5000	0.0950	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PIK3C2A associated with Oculoskeletodental syndrome (OMIM:618440): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to PIK3C2A Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
479	KLRC2_AD	KLRC2	3822	AD	0.7849	0.0007	0.5000	0.0938	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GATA3 associated with Hypoparathyroidism, sensorineural deafness, and renal dysplasia (OMIM:146255): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), 	Proximity to GATA3 Failure to thrive (HP:0001508)-delayed inner ear development (MP:0004664), Small for gestational age (HP:0001518)-delayed inner ear development (MP:0004664), Premature birth (HP:0001622)-delayed inner ear development (MP:0004664), Skeletal muscle atrophy (HP:0003202)-small otic vesicle (MP:0004310), Short stature (HP:0004322)-delayed inner ear development (MP:0004664), 	Proximity to GATA3 Nephrocalcinosis (HP:0000121)-pronephric distal late tubule decreased object quality, abnormal (ZP:0010444), Failure to thrive (HP:0001508)-caudal fin increased frequency striated muscle contraction, abnormal (ZP:0138579), 
479	RAET1L_AR	RAET1L	154064	AR	0.7860	0.0007	0.5000	0.0927	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KARS1 associated with Leukoencephalopathy, progressive, infantile-onset, with or without deafness (OMIM:619147): Nephrocalcinosis (HP:0000121)-Cerebral calcification (HP:0002514), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Growth delay (HP:0001510), 		
479	PBXIP1_AD	PBXIP1	57326	AD	0.7882	0.0007	0.3197	0.2945	0.0000	0.3197	0.0000	0.0000	0.3197	1.0000	0		Skeletal muscle atrophy (HP:0003202)-proportional dwarf (MP:0008974), Short stature (HP:0004322)-proportional dwarf (MP:0008974), 				
479	DEFA3_AD	DEFA3	1668	AD	0.7904	0.0007	0.5000	0.0880	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TOR1A associated with Arthrogryposis multiplex congenita 5 (OMIM:618947): Nephrocalcinosis (HP:0000121)-Medullary nephrocalcinosis (HP:0012408), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to TOR1A Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-dystonia (MP:0005323), Skeletal muscle atrophy (HP:0003202)-dystonia (MP:0005323), Short stature (HP:0004322)-weight loss (MP:0001263), 	
479	SLX1A_AD	SLX1A	548593	AD	0.7931	0.0007	0.5016	0.0835	0.0000	0.0000	0.0000	0.5016	0.5016	1.0000	0				Proximity to WRN associated with Werner syndrome (ORPHA:902): Nephrocalcinosis (HP:0000121)-Subcutaneous calcification (HP:0007618), Failure to thrive (HP:0001508)-Slender build (HP:0001533), Small for gestational age (HP:0001518)-Slender build (HP:0001533), Premature birth (HP:0001622)-Abnormal testis morphology (HP:0000035), Rhabdomyosarcoma (HP:0002859)-Sarcoma (HP:0100242), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to WRN Failure to thrive (HP:0001508)-increased susceptibility to age related obesity (MP:0003212), Small for gestational age (HP:0001518)-increased susceptibility to age related obesity (MP:0003212), Short stature (HP:0004322)-increased susceptibility to age related obesity (MP:0003212), 	
479	HCAR2_AD	HCAR2	338442	AD	0.7942	0.0007	0.5010	0.0831	0.0000	0.2521	0.0000	0.5010	0.5010	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal urinary bladder morphology (MP:0000538), 		Proximity to OXGR1 associated with Nephrolithiasis, calcium oxalate, 2, with nephrocalcinosis (OMIM:620374): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), 	Proximity to OXGR1 Nephrocalcinosis (HP:0000121)-decreased urine pH (MP:0009350), 	
487	FOXD4L3_AR	FOXD4L3	286380	AR	0.7977	0.0006	0.0000	0.6465	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
487	OR51A2_AR	OR51A2	401667	AR	0.7987	0.0006	0.5000	0.0795	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Orchitis (HP:0100796), 	Proximity to MEFV Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
487	OR2T29_AR	OR2T29	343563	AR	0.8001	0.0006	0.5000	0.0780	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Orchitis (HP:0100796), 	Proximity to MEFV Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
487	AHDC1_AD	AHDC1	27245	AD	0.8003	0.0006	0.4816	0.0986	0.4816	0.4373	0.0000	0.0000	0.4816	1.0000	0	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome (ORPHA:412069): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Delayed myelination (HP:0012448), 	Failure to thrive (HP:0001508)-premature cranial suture closure (MP:0000081), Small for gestational age (HP:0001518)-premature cranial suture closure (MP:0000081), Premature birth (HP:0001622)-premature cranial suture closure (MP:0000081), Skeletal muscle atrophy (HP:0003202)-short snout (MP:0000445), Short stature (HP:0004322)-decreased fetal size (MP:0004200), 				
487	TET1_AD	TET1	80312	AD	0.8021	0.0006	0.5000	0.0758	0.0000	0.4381	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-decreased body length (MP:0001258), 		Proximity to GEMIN4 associated with Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities (OMIM:617913): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Hydronephrosis (HP:0000126), Skeletal muscle atrophy (HP:0003202)-Calcinosis (HP:0003761), Short stature (HP:0004322)-Growth delay (HP:0001510), 		
